Distance_km,Vehicle_Type,Passengers,Nominal_L_per_100km,Duration_min,Fuel_Consumed_L
46.29,SUV,6,10.08,78.16,4.53
42.67,Sedan,3,4.23,64.69,2.11
15.74,Sedan,1,6.33,28.34,1.18
64.12,Bus,37,23.31,101.29,20.13
28.93,SUV,5,7.3,39.25,2.77
72.63,Sedan,4,6.6,113.52,5.32
26.44,SUV,6,12.3,33.06,4.1
16.84,Bus,31,19.9,44.62,5.25
14.3,Sedan,3,6.65,27.38,0.99
5.53,Sedan,3,7.11,12.55,0.49
24.96,Van,5,10.28,53.22,2.68
25.85,SUV,5,10.95,30.49,2.56
21.02,SUV,3,8.4,30.98,1.84
27.49,Sedan,2,4.15,36.93,0.96
7.62,Sedan,3,6.03,15.5,0.64
19.83,SUV,2,7.55,37.7,1.74
9.22,Sedan,3,6.16,10.61,0.56
28.04,SUV,2,8.61,39.44,2.43
23.77,SUV,7,10.8,41.48,2.89
42.42,Sedan,4,7.33,70.65,3.15
17.2,Bus,44,18.79,32.69,5.45
42.26,Van,5,10.99,90.13,5.17
19.72,Van,9,9.09,44.14,2.06
33.07,Sedan,1,4.0,37.09,1.48
12.2,Sedan,1,6.64,16.48,0.67
22.0,SUV,3,10.19,41.67,2.03
20.47,Sedan,4,6.37,32.91,1.19
43.98,Bus,41,16.4,78.36,12.15
20.43,Sedan,2,7.06,38.72,1.4
20.58,SUV,2,8.88,38.85,2.23
69.36,Sedan,1,8.52,126.93,5.34
36.52,SUV,5,10.85,69.43,4.53
17.7,Sedan,1,7.65,27.42,1.14
30.98,SUV,3,10.14,53.64,3.83
38.78,Sedan,2,4.95,62.23,1.97
23.26,Bus,18,19.99,64.71,6.19
35.65,Sedan,2,6.95,66.57,3.1
21.97,Bus,40,19.82,54.59,5.76
44.18,Van,7,11.89,96.26,5.96
4.78,Sedan,4,7.04,12.53,0.49
10.85,Van,11,15.86,22.8,1.96
16.21,Sedan,2,6.41,35.39,1.1
35.6,Bus,36,20.81,87.74,11.29
27.32,SUV,2,8.29,47.58,2.26
12.59,Sedan,1,7.45,20.95,1.05
23.83,Sedan,3,7.63,38.26,2.04
4.99,Sedan,2,6.94,11.59,0.37
6.9,Bus,29,23.01,11.43,2.5
6.12,Sedan,4,5.44,5.0,0.52
9.43,Van,10,10.12,15.89,1.15
34.62,SUV,2,9.32,48.17,3.79
27.97,Bus,43,20.64,73.73,9.5
18.09,Sedan,2,6.72,35.81,1.47
35.33,SUV,7,10.93,60.68,4.06
45.93,SUV,3,8.01,84.82,3.64
9.76,Van,4,8.95,21.14,0.98
43.2,Sedan,2,6.87,51.7,3.83
12.52,Sedan,1,6.41,28.23,0.76
14.19,Sedan,4,7.15,29.47,1.13
61.1,Van,6,10.95,126.27,6.32
24.4,Sedan,4,6.09,43.99,1.65
15.66,SUV,2,8.89,27.22,1.52
31.45,Sedan,2,6.53,61.9,2.14
38.09,Bus,5,17.09,92.68,6.94
24.59,Bus,27,17.39,68.33,5.42
15.67,SUV,1,8.39,31.05,1.68
27.19,Sedan,4,7.53,28.03,2.46
32.76,Sedan,1,6.73,36.84,2.02
19.97,Sedan,2,9.21,42.22,1.68
58.87,Sedan,2,6.69,64.82,3.86
26.45,Van,13,10.01,54.71,3.21
36.79,SUV,4,13.01,61.66,5.68
37.48,Bus,30,19.24,73.14,11.94
7.13,Sedan,3,7.69,11.06,0.61
31.55,Van,7,12.07,43.88,4.47
33.56,SUV,4,9.93,40.38,3.82
15.49,SUV,3,9.8,20.54,1.69
13.82,Sedan,1,5.18,14.3,0.68
7.03,SUV,4,9.55,11.29,0.89
48.51,SUV,5,7.01,82.08,3.45
12.07,Van,10,10.69,21.98,1.47
7.29,Bus,40,15.82,21.83,2.05
17.53,Sedan,3,6.93,33.38,1.36
10.56,Sedan,4,6.9,26.9,0.79
7.19,SUV,6,9.72,22.07,0.88
76.6,SUV,5,9.43,122.03,8.62
10.08,Sedan,2,5.77,22.51,0.6
12.63,Van,12,10.53,21.04,1.69
23.78,Bus,38,20.76,46.63,6.94
7.1,Bus,31,21.2,19.66,1.78
20.6,Sedan,2,5.12,31.15,1.22
32.24,Bus,16,13.41,74.82,5.93
25.41,Van,6,9.69,48.66,3.04
29.01,SUV,6,10.57,51.01,3.94
20.1,SUV,4,10.82,45.46,2.43
15.87,Van,8,9.34,25.46,1.95
29.35,SUV,1,9.46,49.74,3.14
28.06,Sedan,2,8.7,43.73,2.41
9.74,SUV,5,9.62,26.92,1.08
23.55,SUV,1,11.13,24.1,2.66
21.02,Sedan,4,7.7,34.97,1.67
32.77,Bus,29,15.27,70.39,6.09
27.05,Van,10,10.66,59.86,3.53
45.59,SUV,4,9.05,79.98,4.43
38.43,Sedan,4,6.62,50.35,2.47
41.28,SUV,6,10.37,57.44,5.15
33.35,Sedan,2,6.99,58.7,2.72
40.13,Sedan,2,4.0,54.69,1.41
16.87,SUV,1,7.03,25.47,1.5
37.49,SUV,3,5.72,56.41,2.68
21.09,SUV,7,9.26,32.61,2.51
7.31,Sedan,4,6.79,15.15,0.51
37.16,SUV,5,9.42,73.08,4.57
25.54,Sedan,1,5.35,50.86,1.8
50.43,Bus,35,20.02,96.87,15.17
23.37,SUV,7,10.07,47.3,3.18
12.38,Van,11,8.74,29.13,1.37
14.75,Sedan,3,4.74,20.71,0.68
18.81,Sedan,3,6.5,39.89,1.57
26.03,Bus,14,23.38,60.62,7.57
40.48,Sedan,4,8.54,66.94,3.56
25.68,SUV,4,9.85,56.19,2.36
9.57,SUV,3,7.91,18.66,0.75
26.24,Sedan,4,7.56,31.99,2.29
44.45,Van,8,10.19,82.32,5.85
23.71,SUV,2,7.85,41.48,2.1
28.88,Sedan,2,4.0,45.48,1.28
20.62,Sedan,1,6.62,29.97,1.42
20.5,Sedan,1,5.74,39.87,1.27
41.45,Bus,5,18.29,95.95,8.78
35.23,Van,3,6.86,78.76,2.62
80.23,Sedan,1,6.7,141.38,6.71
15.88,Sedan,4,4.0,19.86,0.74
13.58,Van,8,12.96,27.2,2.19
7.53,SUV,1,9.78,13.41,0.94
18.68,SUV,4,8.58,23.41,1.96
21.27,Sedan,4,7.18,32.59,1.57
13.13,Sedan,3,5.33,20.38,0.68
29.34,Van,4,11.13,51.86,4.03
35.67,Bus,37,20.38,70.53,12.79
28.51,Sedan,4,4.0,52.66,1.15
10.46,SUV,3,8.33,10.56,0.87
13.86,SUV,5,8.97,21.97,1.22
23.03,SUV,3,8.71,35.31,2.42
43.1,Sedan,4,8.25,70.32,4.38
19.95,Van,8,8.98,43.65,1.96
4.14,SUV,4,8.07,12.53,0.34
18.56,SUV,2,6.13,32.22,1.3
22.1,Sedan,3,8.31,32.88,1.97
53.65,Sedan,1,6.2,93.74,3.29
4.1,Sedan,4,5.97,14.64,0.31
35.84,Van,14,10.91,47.27,4.37
7.62,Sedan,2,7.26,12.88,0.6
16.2,Van,7,11.63,36.44,1.95
27.93,Sedan,4,9.68,40.72,2.48
38.75,SUV,4,9.68,51.79,3.69
13.96,SUV,6,8.3,35.86,1.25
16.58,Sedan,3,5.83,34.54,1.1
19.78,Sedan,3,6.03,34.54,1.16
13.4,Sedan,3,4.7,21.3,0.75
50.5,Van,1,11.07,68.21,5.82
25.46,Van,5,12.41,49.23,4.09
34.0,Sedan,2,5.76,67.36,2.39
19.94,SUV,6,7.79,41.89,1.58
4.07,Sedan,2,8.32,8.96,0.32
19.83,Sedan,3,4.79,40.42,0.94
40.9,Sedan,3,4.02,77.25,1.89
21.97,Bus,43,14.54,40.33,5.59
30.71,Sedan,2,4.65,34.16,1.34
17.39,Sedan,2,6.96,22.83,1.54
14.22,Sedan,4,6.07,31.27,0.94
24.82,Sedan,1,6.24,31.66,1.87
12.35,SUV,7,10.73,12.77,1.5
6.62,Sedan,3,5.67,6.76,0.46
17.48,Sedan,1,7.43,32.27,1.37
57.62,SUV,6,11.27,97.47,7.99
30.09,Sedan,2,5.95,49.05,2.2
15.62,Van,14,12.33,25.02,2.26
30.87,SUV,7,8.64,46.02,2.87
44.52,Sedan,1,7.61,57.07,3.37
13.26,Van,13,8.17,39.82,1.39
30.84,Sedan,2,4.53,50.59,1.81
17.18,SUV,7,8.41,26.28,1.47
47.56,SUV,1,7.67,57.2,3.85
15.47,Sedan,3,5.88,28.75,1.1
16.81,SUV,2,8.67,36.67,1.63
28.81,Bus,10,20.16,76.23,7.57
11.99,Bus,38,16.78,33.01,2.54
11.44,SUV,1,7.76,18.16,0.87
46.37,SUV,2,8.47,56.28,3.51
40.97,Sedan,4,5.58,62.89,2.43
34.69,Sedan,4,5.38,48.97,1.94
13.98,SUV,1,6.58,23.8,1.3
68.24,Sedan,2,6.58,90.57,4.43
22.52,Bus,39,16.29,57.01,5.41
24.41,Sedan,3,7.66,45.85,2.32
55.52,Sedan,2,4.76,63.67,2.89
21.35,Sedan,1,5.85,40.22,1.54
13.08,Van,6,14.26,27.48,2.19
32.82,Van,8,9.31,56.33,2.88
24.77,SUV,5,8.65,48.31,2.35
35.51,Sedan,2,5.04,51.96,1.72
49.92,Van,6,8.57,82.42,4.01
51.77,Sedan,4,8.36,92.72,4.61
15.17,Bus,44,18.51,34.48,5.2
17.47,SUV,7,9.2,31.45,1.65
3.33,Sedan,1,4.46,12.12,0.2
12.94,SUV,4,9.54,21.9,1.57
20.99,Van,1,13.08,39.95,2.91
46.98,Sedan,1,7.88,61.0,3.94
20.5,Bus,44,20.0,43.97,7.55
38.77,SUV,3,7.31,54.27,3.16
14.53,Sedan,2,6.88,21.4,1.18
9.91,Sedan,4,7.3,24.01,0.86
22.12,SUV,7,6.31,44.3,1.58
26.68,SUV,3,7.32,41.96,2.41
13.11,SUV,5,10.33,27.2,1.49
8.8,Van,14,12.58,20.48,1.31
15.67,SUV,5,6.68,31.54,1.07
32.62,Bus,43,20.39,84.51,9.62
22.07,SUV,4,9.14,39.11,2.09
11.17,Van,11,12.41,27.0,1.59
12.39,Sedan,1,5.74,15.44,0.82
34.97,Sedan,1,7.27,44.88,2.78
19.48,Sedan,3,7.51,28.12,1.72
7.12,SUV,4,8.47,12.76,0.66
43.82,Bus,26,18.05,93.91,9.74
7.5,Sedan,1,5.72,13.7,0.36
40.1,Sedan,2,8.48,44.73,3.26
14.8,Bus,8,17.64,48.26,3.42
10.69,Sedan,3,5.39,12.71,0.59
24.15,Van,9,9.71,46.62,3.08
18.67,SUV,5,9.19,40.13,1.68
15.49,Van,8,12.36,36.9,2.25
25.01,Sedan,3,4.9,30.29,1.34
8.34,Sedan,1,8.72,19.45,0.83
23.24,SUV,1,9.46,49.97,2.47
24.33,Bus,22,19.4,38.96,6.89
14.72,SUV,5,8.85,30.77,1.62
2.0,Sedan,4,6.52,7.99,0.2
19.26,SUV,2,8.78,30.69,1.5
18.87,Bus,33,21.05,49.57,5.96
17.57,Van,7,10.99,36.51,1.84
5.35,Bus,6,20.3,18.85,1.31
23.4,Sedan,3,5.98,43.4,1.94
37.36,Sedan,3,6.73,49.09,2.89
18.12,SUV,7,7.79,28.12,2.0
8.42,Van,4,13.19,25.39,1.23
28.5,Sedan,1,5.5,39.1,1.93
50.56,Sedan,2,6.11,72.58,3.35
11.12,Van,2,10.43,25.52,1.34
11.42,Sedan,1,6.08,20.25,0.89
44.54,Sedan,3,7.37,79.48,3.14
19.23,SUV,2,8.53,30.8,2.07
4.99,SUV,4,11.09,15.84,0.71
60.09,Van,4,9.53,123.39,6.74
2.31,Sedan,2,6.7,12.09,0.2
4.32,SUV,5,7.84,8.02,0.21
8.96,SUV,4,9.63,13.8,1.06
33.35,SUV,4,8.98,49.05,3.33
35.15,SUV,6,8.77,47.27,3.43
7.37,Sedan,4,7.93,12.28,0.83
11.73,Sedan,2,5.71,19.32,0.59
26.09,Sedan,3,7.2,32.63,2.02
50.13,Sedan,3,5.58,82.84,3.16
2.08,SUV,4,9.17,12.81,0.2
4.55,Van,14,8.85,8.44,0.47
14.77,Van,13,9.81,28.05,1.59
6.34,Van,3,10.85,19.77,0.93
42.94,Sedan,3,8.68,48.15,4.02
20.25,SUV,6,9.15,45.57,1.97
40.6,Sedan,3,8.49,46.73,4.3
26.3,Sedan,4,6.76,52.76,1.78
32.63,Sedan,1,6.04,39.86,2.06
12.99,SUV,7,11.31,24.45,1.4
3.92,Bus,11,19.31,10.1,0.93
18.53,Sedan,4,5.73,34.51,1.28
37.54,Sedan,1,7.06,51.54,2.5
59.05,Van,9,10.47,116.32,7.11
17.65,Sedan,3,4.11,37.44,0.72
33.49,Van,6,12.68,73.28,4.04
12.81,Van,5,12.97,34.12,2.13
15.74,Bus,34,23.51,46.5,6.2
19.98,SUV,5,9.63,45.53,2.57
52.63,Van,9,10.55,110.88,5.92
32.73,SUV,2,10.25,66.35,3.8
29.79,SUV,3,10.27,58.83,3.02
50.92,SUV,6,11.46,85.3,6.42
11.69,Sedan,4,6.45,27.13,0.88
17.53,SUV,7,8.75,24.42,1.48
29.94,SUV,4,7.93,35.31,2.45
14.12,Van,13,11.97,35.18,1.98
16.95,Van,1,8.21,36.27,1.55
24.75,Van,2,12.4,55.58,2.95
20.51,Sedan,1,7.21,43.89,1.45
9.36,Van,10,12.05,20.92,1.48
12.68,SUV,4,9.21,20.61,1.48
9.28,Bus,31,22.6,28.7,3.25
33.43,Bus,19,20.62,53.36,8.16
12.36,Sedan,3,5.77,28.82,0.6
30.04,Van,2,9.94,57.39,3.65
23.37,Sedan,4,5.44,38.31,1.12
20.83,Sedan,2,7.16,32.42,1.53
8.05,SUV,7,7.5,19.89,0.7
23.2,Sedan,1,7.8,33.74,1.7
28.1,Van,3,13.38,53.56,4.08
33.58,Sedan,1,5.45,46.33,2.31
9.19,Sedan,4,6.28,28.03,0.58
17.95,SUV,5,9.02,22.25,1.91
39.08,Van,9,12.59,83.6,5.51
36.52,Bus,34,22.83,101.23,14.39
19.99,Van,5,7.97,38.75,1.59
7.85,Van,5,10.43,14.77,0.92
34.75,Sedan,3,6.18,50.94,1.86
21.14,Sedan,1,4.82,38.2,0.92
10.72,Sedan,4,5.92,18.53,0.77
18.38,SUV,1,9.64,32.97,2.21
8.02,Van,4,10.5,13.93,1.0
34.62,SUV,6,6.68,65.88,2.97
5.15,Van,9,16.17,14.81,0.89
40.76,SUV,2,9.4,74.23,4.45
25.28,Sedan,3,6.63,28.52,1.78
8.13,Sedan,2,5.18,20.98,0.54
17.22,Van,1,11.47,34.21,2.42
15.93,Van,10,10.7,34.52,2.4
11.31,Bus,8,12.33,24.69,1.75
23.74,Sedan,2,5.22,28.16,1.56
51.39,Bus,15,20.38,138.99,13.86
12.09,Sedan,3,8.83,19.56,1.26
22.29,Sedan,3,6.94,34.65,1.9
21.35,Bus,36,21.31,47.49,6.01
23.58,Sedan,3,6.31,40.81,1.51
2.5,Van,12,10.84,9.3,0.22
42.54,Sedan,3,7.81,69.17,3.01
78.13,SUV,3,11.49,149.0,9.75
21.05,Bus,36,21.9,48.94,6.16
33.05,Sedan,3,5.22,53.76,1.6
27.45,Van,4,10.88,40.12,3.25
9.02,Sedan,4,6.83,16.09,0.67
19.96,SUV,6,8.61,43.92,2.25
12.81,Sedan,3,6.97,21.55,1.07
18.66,Sedan,4,7.48,33.5,1.75
21.8,Sedan,2,7.7,34.82,2.12
22.84,Sedan,1,8.52,39.9,2.21
12.03,Bus,28,17.01,29.47,3.09
22.9,Sedan,1,4.86,34.05,0.98
19.14,Sedan,4,6.93,32.27,1.33
40.52,SUV,4,11.83,50.58,5.69
32.08,Sedan,3,5.93,55.35,2.19
36.07,Van,8,12.24,55.54,4.64
37.71,Bus,5,20.09,109.02,7.42
10.48,SUV,6,9.29,14.12,0.98
31.2,Bus,35,18.02,52.67,7.6
10.13,SUV,2,7.61,22.18,0.95
47.58,Sedan,1,4.0,73.95,2.06
30.82,Van,4,9.0,51.8,2.83
9.61,SUV,2,8.41,18.72,0.78
23.4,Van,3,12.98,45.0,2.89
11.51,Bus,22,17.69,39.58,2.68
15.15,SUV,1,8.22,32.76,1.14
25.91,Bus,16,15.33,54.34,5.38
13.83,Van,12,12.18,23.51,2.3
17.58,SUV,4,11.04,37.22,1.79
38.23,SUV,5,10.6,64.61,4.84
18.69,Sedan,3,7.23,38.3,1.51
10.6,Bus,13,13.57,26.91,2.03
4.57,Van,8,10.37,15.42,0.55
32.24,Sedan,4,8.84,44.97,3.25
31.91,Sedan,2,7.85,45.44,2.7
23.48,SUV,5,6.69,36.01,1.53
71.87,Sedan,3,6.43,136.89,5.8
17.05,Sedan,4,6.94,30.74,1.38
40.91,SUV,5,7.86,45.8,3.67
12.84,Sedan,4,4.0,20.44,0.62
33.39,SUV,7,9.15,55.18,3.16
9.38,Sedan,3,5.55,17.62,0.65
32.94,Sedan,2,5.56,60.26,2.16
17.62,Van,6,10.36,36.66,1.87
28.83,SUV,2,8.8,55.05,2.67
24.11,Sedan,3,6.49,38.28,1.48
31.58,Sedan,1,5.44,40.75,1.7
4.23,SUV,1,8.67,5.0,0.41
19.04,Sedan,3,4.39,39.36,1.01
39.43,Sedan,3,6.87,52.05,2.84
42.85,Sedan,1,4.0,69.14,1.83
28.0,Van,8,10.48,45.1,3.79
40.35,Van,5,12.65,54.5,6.26
18.45,Van,11,9.09,44.41,1.62
2.0,Van,5,12.29,12.3,0.2
13.27,Van,5,13.08,23.11,1.84
22.28,SUV,3,4.04,36.72,0.85
24.34,SUV,7,8.77,42.06,2.71
26.95,Sedan,2,4.0,41.91,1.21
21.13,SUV,6,8.82,42.09,1.82
21.35,Van,1,10.99,42.38,2.46
34.18,SUV,3,5.28,56.92,1.67
11.32,Sedan,4,8.81,21.92,1.02
24.12,Sedan,1,6.84,45.26,1.55
28.03,SUV,7,7.73,41.91,2.74
13.88,Van,1,13.64,26.26,2.12
17.38,Bus,13,12.61,40.7,3.05
52.4,Sedan,3,5.02,86.14,3.13
23.38,Van,12,6.86,57.07,2.04
84.88,SUV,4,11.7,166.24,12.1
22.26,Bus,14,19.0,49.56,4.61
35.31,SUV,4,9.99,50.96,4.23
6.71,SUV,6,9.45,7.22,0.74
4.21,SUV,3,9.86,11.38,0.63
10.21,Van,1,11.14,20.66,1.2
38.08,Bus,24,18.81,64.82,11.38
17.62,Sedan,1,6.63,36.6,1.37
6.46,Sedan,3,5.77,19.54,0.49
21.98,Bus,28,17.86,57.16,6.27
35.83,SUV,6,9.41,58.68,3.64
11.12,SUV,7,9.17,22.36,1.08
37.2,SUV,2,6.78,69.39,3.08
8.02,Sedan,4,4.89,18.43,0.42
35.24,Van,14,12.95,78.73,5.17
41.38,Van,3,10.45,94.47,5.25
13.23,Sedan,2,7.2,19.78,0.91
45.02,Sedan,4,5.19,57.63,2.58
50.49,Van,6,8.35,76.59,4.81
27.17,Sedan,4,5.49,37.49,1.84
13.94,Bus,16,17.33,33.58,3.45
87.81,Sedan,2,5.7,130.41,5.28
12.49,SUV,5,10.94,23.43,1.52
54.69,Bus,40,18.54,120.36,17.79
66.84,Van,9,14.33,147.05,10.88
27.86,SUV,3,9.61,35.1,3.06
9.38,Van,5,6.66,16.51,0.54
26.35,Sedan,2,7.77,43.44,2.69
73.12,Sedan,4,4.69,137.81,3.89
13.87,Bus,33,18.69,34.17,4.04
20.21,Van,9,9.61,42.74,2.15
3.36,SUV,7,12.21,7.39,0.61
20.28,Sedan,3,8.23,41.16,1.84
32.45,Sedan,4,5.61,69.35,1.72
10.36,Sedan,1,6.35,12.57,0.9
53.38,SUV,7,9.37,80.42,6.25
7.21,Van,12,12.55,24.38,1.02
14.03,SUV,2,9.04,22.51,1.12
47.41,Van,12,9.16,76.62,4.86
19.21,Sedan,2,5.64,32.08,1.13
60.55,Sedan,4,6.49,98.67,4.2
4.64,Sedan,4,7.98,5.0,0.53
16.65,SUV,2,9.64,27.07,1.41
26.83,Sedan,3,5.57,53.2,1.59
71.5,Bus,39,19.95,147.45,23.62
23.6,Sedan,1,6.04,35.82,1.85
30.87,Bus,31,20.67,87.93,10.53
21.2,SUV,3,12.79,36.36,3.07
19.75,Bus,17,16.92,50.46,3.61
13.89,SUV,6,10.2,16.14,1.5
28.42,Bus,23,15.76,69.96,6.33
17.74,Sedan,3,6.37,38.44,1.17
32.01,Van,3,11.05,71.25,3.77
23.34,Bus,19,17.42,60.06,6.16
16.46,Sedan,4,9.46,25.92,1.49
53.83,Sedan,3,6.13,66.48,4.11
12.91,SUV,5,9.88,33.61,1.28
14.35,Bus,11,12.21,30.68,1.97
2.98,SUV,5,9.65,8.55,0.42
18.36,SUV,1,10.71,32.4,2.09
51.27,Sedan,2,5.87,75.16,3.7
52.1,Sedan,1,4.0,60.69,2.3
15.4,Van,9,10.93,32.2,2.13
30.32,Sedan,2,6.52,45.79,2.31
34.7,SUV,3,10.09,48.6,4.37
6.8,Bus,28,24.03,16.99,2.52
43.88,Sedan,2,6.04,70.15,2.84
7.89,Van,12,9.46,15.37,1.01
16.24,Sedan,3,5.1,24.5,1.01
9.57,SUV,3,9.3,14.74,0.99
26.7,Sedan,4,7.08,31.65,1.81
11.82,Van,4,10.02,22.61,1.19
13.91,Sedan,1,7.43,32.69,1.22
38.7,SUV,3,9.7,68.67,3.73
15.17,SUV,6,9.06,26.82,1.33
21.42,Sedan,2,5.42,30.64,1.17
7.79,Van,7,10.13,26.76,0.93
5.84,Sedan,4,4.0,6.53,0.39
24.29,Van,6,11.42,39.7,3.15
14.71,Sedan,4,6.53,28.52,1.07
59.36,Van,14,11.34,129.15,7.93
75.94,Sedan,1,7.11,99.41,5.42
8.39,SUV,5,9.58,16.03,0.89
6.04,Sedan,1,6.37,12.27,0.51
60.15,Van,3,11.09,94.61,6.07
28.95,Sedan,4,4.81,48.37,1.4
23.89,Bus,41,16.25,58.76,5.75
6.66,Bus,22,18.15,16.12,1.75
72.43,Sedan,1,5.62,93.03,4.41
11.46,SUV,2,10.29,31.69,1.37
35.5,Sedan,1,5.71,45.12,2.13
34.33,Sedan,1,6.76,51.12,2.47
5.55,Van,8,11.21,18.68,0.71
13.16,Van,13,12.34,19.05,2.34
7.12,SUV,4,10.35,10.7,0.83
3.63,Sedan,1,7.33,11.05,0.2
18.36,Sedan,2,4.0,39.38,0.86
7.93,Sedan,1,7.93,10.83,0.69
11.5,Van,7,13.75,27.8,1.68
6.48,SUV,5,8.28,22.12,0.58
16.74,Van,12,11.43,36.18,1.94
59.04,Sedan,1,5.43,80.52,2.93
26.35,Sedan,3,4.16,45.86,1.15
14.42,Sedan,2,5.61,26.28,1.04
20.33,Sedan,3,5.85,23.89,1.17
25.07,Sedan,2,6.07,30.54,1.81
25.34,Van,7,9.27,42.96,2.6
17.21,Bus,39,15.8,34.44,3.61
12.54,SUV,3,8.98,17.6,1.45
35.34,SUV,2,7.84,47.04,2.93
8.86,Sedan,1,7.15,12.3,0.57
35.7,Bus,28,20.04,63.76,9.65
15.44,Sedan,1,9.36,26.89,1.47
44.14,Bus,31,21.38,119.09,14.37
9.9,SUV,6,9.36,16.33,1.22
9.74,Sedan,2,5.76,13.97,0.55
21.97,Bus,29,18.88,41.7,5.86
11.39,Sedan,2,6.89,28.96,0.8
60.52,SUV,6,8.23,90.76,6.14
12.82,SUV,3,10.18,21.35,1.61
10.6,Sedan,2,4.82,21.02,0.58
28.21,SUV,2,8.63,37.03,2.44
2.54,Van,7,12.0,8.51,0.24
62.93,Van,1,10.48,85.25,7.19
31.77,Sedan,4,6.25,45.92,2.35
25.19,Bus,44,17.59,45.53,7.64
11.91,Sedan,1,5.5,14.59,0.68
19.19,Sedan,2,7.91,32.77,1.67
13.14,Sedan,3,5.28,24.09,0.68
15.1,Sedan,1,6.88,24.53,1.02
37.68,Sedan,4,7.0,55.73,3.21
26.93,Bus,34,15.15,55.92,5.59
16.23,Sedan,4,6.59,32.93,1.03
5.13,Sedan,4,5.41,7.48,0.36
78.52,Sedan,4,8.17,75.09,6.65
9.15,Van,1,8.95,26.66,1.0
37.88,Bus,14,16.04,98.98,7.68
12.83,Sedan,4,5.03,22.67,1.0
23.8,Sedan,1,4.87,41.74,0.97
10.65,Sedan,3,8.41,21.95,0.8
12.5,Sedan,3,7.15,18.99,0.96
11.77,Sedan,1,6.67,14.26,0.75
22.68,SUV,3,8.02,29.44,2.12
11.92,Sedan,4,7.59,19.88,1.16
22.02,SUV,5,7.76,46.1,2.01
47.74,Sedan,1,7.45,72.09,3.18
8.46,Bus,39,15.38,23.28,2.34
8.5,Bus,26,16.07,22.99,1.98
54.42,SUV,3,10.14,94.91,6.06
32.27,Sedan,4,7.54,53.05,2.8
21.05,Sedan,2,7.22,29.91,1.97
6.31,SUV,2,7.43,14.01,0.54
5.32,Van,4,10.2,19.38,0.41
10.5,SUV,6,9.24,22.51,1.07
23.12,Bus,10,15.45,54.92,4.46
39.79,Bus,18,22.11,78.66,9.94
22.66,Sedan,3,4.0,37.59,0.92
23.63,SUV,1,7.83,40.48,2.14
43.05,Sedan,4,5.89,60.37,2.99
28.06,Sedan,1,4.0,48.05,1.35
14.09,SUV,2,6.91,32.49,0.98
20.12,Sedan,3,7.25,28.55,1.76
40.5,Bus,36,18.09,94.2,9.35
25.07,Sedan,4,8.39,45.59,2.47
57.31,SUV,6,11.32,86.87,7.34
12.12,SUV,5,9.65,31.25,1.0
9.17,Van,1,11.56,25.9,1.13
26.36,Sedan,1,6.58,43.99,2.18
22.29,Bus,28,10.03,51.57,3.28
8.44,SUV,5,6.91,22.84,0.51
13.26,SUV,7,9.15,22.13,1.61
48.01,Sedan,3,7.24,60.86,3.89
28.86,SUV,5,9.43,55.45,3.06
13.97,Van,14,9.39,30.07,1.76
10.22,SUV,4,10.41,17.64,1.01
16.25,Van,2,13.67,40.36,2.21
39.13,SUV,4,10.41,75.78,4.06
21.75,Sedan,1,7.69,38.29,1.83
19.85,Sedan,3,5.83,37.14,1.42
40.38,Sedan,2,7.79,67.12,3.43
8.79,Van,7,11.26,20.78,1.16
11.66,Van,14,11.92,20.15,1.87
23.03,Sedan,4,6.94,46.77,1.94
19.82,SUV,2,8.82,32.27,1.69
16.99,SUV,3,7.71,26.97,1.58
41.63,SUV,6,8.88,60.98,3.89
4.05,Sedan,1,7.68,7.12,0.44
9.48,Sedan,4,5.97,13.08,0.54
9.44,Sedan,4,7.57,14.29,0.72
30.66,Sedan,2,7.38,42.94,2.56
15.17,Sedan,4,6.14,30.15,1.18
73.14,Sedan,4,8.17,115.48,7.02
42.88,SUV,3,8.47,78.85,3.81
15.24,Sedan,3,8.31,19.29,1.18
30.08,Bus,40,19.3,62.85,9.62
29.09,Sedan,3,6.48,56.93,1.87
50.89,Sedan,4,5.43,67.53,3.05
17.39,Sedan,4,6.39,30.43,1.04
13.73,Sedan,3,6.26,26.35,0.76
27.74,Van,11,8.74,32.01,2.46
17.54,Sedan,3,6.24,22.71,1.0
32.36,Bus,17,15.59,89.0,6.18
47.31,Bus,16,19.76,95.05,12.05
10.44,SUV,3,10.96,26.31,1.16
12.82,SUV,1,7.16,28.17,0.88
44.64,Van,11,14.08,106.39,6.55
20.98,Sedan,1,6.35,25.27,1.29
21.5,SUV,6,7.54,32.38,2.12
40.04,Sedan,2,7.41,64.65,2.8
19.39,Sedan,3,5.96,30.96,1.32
35.51,SUV,2,8.88,57.69,3.81
11.13,SUV,2,8.39,14.98,1.14
15.69,Bus,36,15.55,33.14,4.24
52.45,Sedan,4,7.37,82.83,4.53
21.21,Van,8,10.48,53.45,2.81
10.65,Sedan,1,4.78,20.93,0.63
10.37,Sedan,2,7.16,21.76,0.72
19.81,Sedan,3,5.05,29.88,1.13
36.36,SUV,5,7.27,49.39,3.05
2.07,Sedan,2,7.93,5.0,0.2
14.34,SUV,7,7.21,25.53,1.39
29.17,Van,5,6.83,63.85,2.45
24.5,SUV,7,9.93,44.6,2.64
27.39,SUV,2,8.54,36.24,2.49
